"x","y","year","PM10","NO2"
256500,661500,2015,9.629323,14.24906
256500,661500,2016,9.866932,15.86118
256500,661500,2017,9.353419,12.27632
257500,661500,2012,11.08959,17.52381
257500,661500,2013,11.6326,17.00698
257500,661500,2014,11.04305,15.98631
257500,661500,2015,9.844722,14.87623
257500,661500,2016,9.876551,16.45388
257500,661500,2017,9.398649,12.86425
258500,661500,2012,11.41927,19.67627
258500,661500,2013,12.06673,19.34376
258500,661500,2014,11.4225,17.28485
258500,661500,2015,10.18763,16.69974
258500,661500,2016,10.06012,18.13733
258500,661500,2017,9.6102,13.99454
259500,661500,2012,11.5068,17.52265
259500,661500,2013,12.09429,16.83684
259500,661500,2014,11.50332,16.46179
259500,661500,2015,10.30411,15.32649
259500,661500,2016,10.40049,16.89134
259500,661500,2017,9.969848,13.5824
260500,661500,2012,11.02256,16.32652
260500,661500,2013,11.73156,15.81579
260500,661500,2014,11.14946,15.67729
260500,661500,2015,10.03663,14.40901
260500,661500,2016,10.15806,15.89427
260500,661500,2017,9.748129,12.67918
261500,661500,2012,11.28976,17.71524
261500,661500,2013,12.5934,18.26706
261500,661500,2014,12.0665,18.6072
261500,661500,2015,10.77251,16.95741
261500,661500,2016,10.87698,18.3892
261500,661500,2017,10.46772,15.04526
262500,661500,2012,11.24386,17.82874
262500,661500,2013,12.79208,18.65681
262500,661500,2014,12.35841,20.25657
262500,661500,2015,11.0251,18.1952
262500,661500,2016,11.18554,19.54348
262500,661500,2017,10.81311,15.54426
263500,661500,2012,10.81187,16.85253
263500,661500,2013,11.4774,16.28263
263500,661500,2014,10.93588,15.82032
263500,661500,2015,9.750146,14.36399
263500,661500,2016,10.14546,15.62794
263500,661500,2017,9.759799,12.47493
264500,661500,2012,11.04065,18.89658
264500,661500,2013,11.7012,16.91937
264500,661500,2014,11.17937,17.03238
264500,661500,2015,11.60445,14.77734
264500,661500,2016,12.14047,16.03953
264500,661500,2017,11.59945,14.36975
265500,661500,2012,11.06175,18.04486
265500,661500,2013,11.73207,17.46099
265500,661500,2014,11.14096,16.4871
265500,661500,2015,10.00752,15.22089
265500,661500,2016,10.49027,16.83985
265500,661500,2017,9.964436,12.91225
266500,661500,2012,10.13251,13.5049
266500,661500,2013,10.68189,12.78708
266500,661500,2014,10.10179,12.64248
266500,661500,2015,8.929525,11.74622
266500,661500,2016,9.624558,12.99837
266500,661500,2017,9.299107,9.998939
267500,661500,2012,10.1777,13.43923
267500,661500,2013,10.71965,12.76057
267500,661500,2014,10.20643,12.85985
267500,661500,2015,8.923705,11.77322
267500,661500,2016,9.606992,13.13003
267500,661500,2017,9.281231,9.835012
268500,661500,2012,11.93373,18.89042
268500,661500,2013,13.23359,18.30695
268500,661500,2014,12.98593,19.22808
268500,661500,2015,11.48324,17.03218
268500,661500,2016,11.68144,18.659
268500,661500,2017,11.27969,14.92786
269500,661500,2012,13.70726,24.05644
269500,661500,2013,14.37721,21.81796
269500,661500,2014,14.10949,22.80765
269500,661500,2015,12.38605,19.75797
269500,661500,2016,12.36038,21.32629
269500,661500,2017,11.92745,18.0004
250500,660500,2012,9.625426,10.32073
250500,660500,2013,10.03233,9.717808
250500,660500,2014,9.45209,9.885908
250500,660500,2015,8.117329,9.000248
250500,660500,2016,8.869674,10.45506
250500,660500,2017,8.346349,7.14668
251500,660500,2012,9.835406,11.91033
251500,660500,2013,10.32001,11.29556
251500,660500,2014,9.760351,11.60281
251500,660500,2015,8.368962,10.455
251500,660500,2016,9.062836,12.00599
251500,660500,2017,8.557907,8.858312
252500,660500,2012,10.38381,13.45185
252500,660500,2013,10.82097,12.63901
252500,660500,2014,10.27229,13.06287
252500,660500,2015,8.869329,11.83394
252500,660500,2016,9.517244,13.541
252500,660500,2017,8.983843,10.17064
253500,660500,2012,11.5981,16.46288
253500,660500,2013,12.14504,15.39613
253500,660500,2014,11.65335,16.29861
253500,660500,2015,10.1503,14.74912
253500,660500,2016,10.68433,16.65126
253500,660500,2017,10.23401,13.43819
254500,660500,2012,10.29824,13.45172
254500,660500,2013,10.72521,12.42683
254500,660500,2014,10.1754,12.46556
254500,660500,2015,8.820197,11.595
254500,660500,2016,9.374487,13.10731
254500,660500,2017,8.882123,10.31378
255500,660500,2012,10.71002,15.34716
255500,660500,2013,11.23096,14.18259
255500,660500,2014,10.70019,14.12958
255500,660500,2015,9.332602,13.05318
255500,660500,2016,9.751586,14.62311
255500,660500,2017,9.233545,11.38454
256500,660500,2012,10.98448,16.54394
256500,660500,2013,11.40482,15.29642
256500,660500,2014,10.87027,15.20658
256500,660500,2015,9.556135,13.84811
256500,660500,2016,10.04795,15.52845
256500,660500,2017,9.501657,12.20045
257500,660500,2012,10.68075,16.01116
257500,660500,2013,11.23938,15.12577
257500,660500,2014,10.66135,14.79923
257500,660500,2015,9.383022,13.57084
257500,660500,2016,9.858567,15.22919
257500,660500,2017,9.3282,11.86665
258500,660500,2012,11.06013,18.61792
258500,660500,2013,11.64001,17.00794
258500,660500,2014,11.00417,17.19739
258500,660500,2015,9.708241,15.86347
258500,660500,2016,9.894989,17.30447
258500,660500,2017,9.3943,13.49735
259500,660500,2012,10.71015,15.99441
259500,660500,2013,11.22037,14.90902
259500,660500,2014,10.60754,14.64502
259500,660500,2015,9.367485,13.49582
259500,660500,2016,9.770153,15.08457
259500,660500,2017,9.288025,11.96603
260500,660500,2012,10.74044,14.85538
260500,660500,2013,11.29371,13.98312
260500,660500,2014,10.69764,13.81358
260500,660500,2015,9.521588,12.62573
260500,660500,2016,9.883822,14.22941
260500,660500,2017,9.430002,11.06951
261500,660500,2012,10.85184,15.63588
261500,660500,2013,11.47194,14.9114
261500,660500,2014,10.90315,14.94605
261500,660500,2015,9.609612,13.43933
261500,660500,2016,10.10681,15.09417
261500,660500,2017,9.640356,11.81878
262500,660500,2012,10.76278,15.76343
262500,660500,2013,11.348,15.0604
262500,660500,2014,10.78278,15.03575
262500,660500,2015,9.535777,13.69608
262500,660500,2016,10.09001,15.29647
262500,660500,2017,9.639455,12.05407
263500,660500,2012,10.78571,15.97589
263500,660500,2013,11.33421,15.01851
263500,660500,2014,10.71165,15.4489
263500,660500,2015,9.568048,14.01172
263500,660500,2016,10.10618,15.45731
263500,660500,2017,9.701774,11.92045
264500,660500,2012,10.83725,15.98932
264500,660500,2013,11.42268,15.69753
264500,660500,2014,10.80549,14.99093
264500,660500,2015,9.674204,13.85009
264500,660500,2016,10.21219,15.12313
264500,660500,2017,9.812261,11.98892
265500,660500,2012,10.33025,14.15479
265500,660500,2013,10.93714,13.28602
265500,660500,2014,10.37936,13.0711
265500,660500,2015,9.282864,12.17857
265500,660500,2016,9.943205,13.40559
265500,660500,2017,9.570868,10.41001
266500,660500,2012,10.14351,13.31464
266500,660500,2013,10.66303,12.37664
266500,660500,2014,10.12552,12.41424
266500,660500,2015,8.966765,11.47282
266500,660500,2016,9.6859,12.67376
266500,660500,2017,9.348742,9.5811
267500,660500,2012,9.907656,13.08737
267500,660500,2013,10.38309,12.0933
267500,660500,2014,9.909744,12.19146
267500,660500,2015,8.620261,11.06544
267500,660500,2016,9.301999,12.30279
267500,660500,2017,8.976657,9.02664
268500,660500,2012,10.76441,15.09662
268500,660500,2013,11.3333,13.74414
268500,660500,2014,11.55743,13.59477
268500,660500,2015,9.867556,12.17659
268500,660500,2016,9.974379,13.6162
268500,660500,2017,9.749507,9.787448
269500,660500,2012,11.57668,20.48414
269500,660500,2013,12.173,18.47343
269500,660500,2014,11.74361,17.23596
269500,660500,2015,10.25878,15.81961
269500,660500,2016,10.34078,16.85682
269500,660500,2017,9.944023,12.86966
250500,659500,2012,10.28145,12.53869
250500,659500,2013,10.71405,11.51701
250500,659500,2014,10.17507,11.8385
250500,659500,2015,8.805945,10.59416
250500,659500,2016,9.466417,12.36672
250500,659500,2017,8.955874,9.122504
251500,659500,2012,9.558192,10.52148
251500,659500,2013,10.01752,10.00521
251500,659500,2014,9.412587,10.24044
251500,659500,2015,8.050291,9.087742
251500,659500,2016,8.820075,10.67269
251500,659500,2017,8.368635,7.679427
252500,659500,2012,10.14111,12.19208
252500,659500,2013,10.60862,11.74
252500,659500,2014,10.04371,12.08559
252500,659500,2015,8.650173,10.75029
252500,659500,2016,9.475466,12.54381
252500,659500,2017,8.94001,9.15408
253500,659500,2012,11.71702,16.44332
253500,659500,2013,12.32251,15.54321
253500,659500,2014,11.82205,16.50469
253500,659500,2015,10.31828,14.78484
253500,659500,2016,10.83653,16.76925
253500,659500,2017,10.36135,13.60595
254500,659500,2012,11.20681,15.59676
254500,659500,2013,11.84834,14.69491
254500,659500,2014,11.4459,14.55372
254500,659500,2015,9.969548,13.45727
254500,659500,2016,10.04708,15.22266
254500,659500,2017,9.314739,11.9674
255500,659500,2012,10.67053,14.88194
255500,659500,2013,11.20309,13.82006
255500,659500,2014,10.63619,13.6882
255500,659500,2015,9.410352,12.84285
255500,659500,2016,9.966892,14.58804
255500,659500,2017,9.326054,11.09792
256500,659500,2012,10.72696,16.04762
256500,659500,2013,11.12724,14.61504
256500,659500,2014,10.57547,14.63567
256500,659500,2015,9.494084,13.60677
256500,659500,2016,9.898708,15.3947
256500,659500,2017,9.284204,11.8721
257500,659500,2012,10.45611,15.39859
257500,659500,2013,10.99818,14.34258
257500,659500,2014,10.41908,14.18475
257500,659500,2015,9.318658,13.15253
257500,659500,2016,9.76792,14.94815
257500,659500,2017,9.173533,11.5089
258500,659500,2012,10.12918,12.76801
258500,659500,2013,10.61893,12.01419
258500,659500,2014,9.972883,11.8499
258500,659500,2015,8.754225,10.86138
258500,659500,2016,9.402829,12.49978
258500,659500,2017,8.935899,9.418493
259500,659500,2012,10.53526,14.13917
259500,659500,2013,11.01104,13.16393
259500,659500,2014,10.39466,13.03437
259500,659500,2015,9.175534,11.90014
259500,659500,2016,9.645925,13.55963
259500,659500,2017,9.164694,10.54815
260500,659500,2012,10.50775,13.1401
260500,659500,2013,11.04786,12.43831
260500,659500,2014,10.42949,12.33456
260500,659500,2015,9.252186,11.16514
260500,659500,2016,9.740309,12.9221
260500,659500,2017,9.319699,9.884032
261500,659500,2012,10.43993,12.70744
261500,659500,2013,10.95275,12.08241
261500,659500,2014,10.32603,11.8861
261500,659500,2015,9.180266,10.89302
261500,659500,2016,9.797703,12.50949
261500,659500,2017,9.343855,9.453144
262500,659500,2012,10.42429,13.04712
262500,659500,2013,10.96084,12.44745
262500,659500,2014,10.32213,12.20057
262500,659500,2015,9.154779,11.261
262500,659500,2016,9.835604,12.87052
262500,659500,2017,9.377887,9.761417
263500,659500,2012,10.75795,13.12316
263500,659500,2013,10.97587,12.54078
263500,659500,2014,10.30035,12.16689
263500,659500,2015,9.166028,11.33836
263500,659500,2016,9.853092,12.8237
263500,659500,2017,9.415335,9.773734
264500,659500,2012,10.19569,12.7874
264500,659500,2013,10.63988,12.02733
264500,659500,2014,9.980359,11.71507
264500,659500,2015,8.868463,10.93803
264500,659500,2016,9.64702,12.30404
264500,659500,2017,9.214546,9.335161
265500,659500,2012,10.23722,12.87054
265500,659500,2013,10.76585,12.10391
265500,659500,2014,10.25564,12.06551
265500,659500,2015,9.136671,11.33901
265500,659500,2016,9.68883,12.69562
265500,659500,2017,9.2953,9.62881
266500,659500,2012,10.60864,12.55127
266500,659500,2013,11.13391,11.88127
266500,659500,2014,10.58778,12.07122
266500,659500,2015,9.438771,11.19436
266500,659500,2016,10.13574,12.68053
266500,659500,2017,9.755168,9.463821
267500,659500,2012,9.983918,11.74804
267500,659500,2013,10.44746,10.90766
267500,659500,2014,9.901979,10.84457
267500,659500,2015,8.619872,9.940983
267500,659500,2016,9.365458,11.29072
267500,659500,2017,9.007138,8.295463
268500,659500,2012,10.63493,14.67036
268500,659500,2013,10.95103,13.37347
268500,659500,2014,10.40835,12.70867
268500,659500,2015,9.006412,11.49099
268500,659500,2016,9.608899,12.90964
268500,659500,2017,9.134582,9.336477
269500,659500,2012,12.35141,27.52951
269500,659500,2013,13.28753,25.05236
269500,659500,2014,11.99273,18.03351
269500,659500,2015,10.38658,16.78588
269500,659500,2016,10.26971,17.53636
269500,659500,2017,9.783914,13.65285
250500,658500,2012,9.768854,11.44919
250500,658500,2013,10.20706,10.63593
250500,658500,2014,9.666522,10.9711
250500,658500,2015,8.342553,9.862663
250500,658500,2016,9.15662,11.56576
250500,658500,2017,8.605597,8.43259
251500,658500,2012,9.715563,9.204771
251500,658500,2013,10.17117,8.820266
251500,658500,2014,9.403295,9.058641
251500,658500,2015,8.090085,8.014515
251500,658500,2016,8.972233,9.567627
251500,658500,2017,8.509646,6.635873
252500,658500,2012,9.540313,9.191229
252500,658500,2013,9.989315,8.943964
252500,658500,2014,9.369944,9.327174
252500,658500,2015,8.019506,8.1623
252500,658500,2016,8.898339,9.787962
252500,658500,2017,8.40371,6.489419
253500,658500,2012,10.66643,13.51804
253500,658500,2013,11.14647,12.79669
253500,658500,2014,10.59659,13.60732
253500,658500,2015,9.155302,12.20485
253500,658500,2016,9.87021,14.12822
253500,658500,2017,9.325148,10.82448
254500,658500,2012,10.50499,14.04681
254500,658500,2013,11.00548,12.84444
254500,658500,2014,10.19482,12.9157
254500,658500,2015,8.84547,12.08796
254500,658500,2016,9.456459,13.83444
254500,658500,2017,8.871523,10.46657
255500,658500,2012,10.50471,14.53552
255500,658500,2013,10.91447,13.36629
255500,658500,2014,10.31844,13.23418
255500,658500,2015,9.011905,12.44025
255500,658500,2016,9.630948,14.21243
255500,658500,2017,9.031366,10.75696
256500,658500,2012,10.67266,15.63476
256500,658500,2013,11.0355,14.20792
256500,658500,2014,10.48732,14.17733
256500,658500,2015,9.21507,13.25188
256500,658500,2016,9.850474,15.05631
256500,658500,2017,9.234853,11.64388
257500,658500,2012,10.16974,14.01063
257500,658500,2013,10.63831,12.89231
257500,658500,2014,10.04856,12.79871
257500,658500,2015,8.849759,11.8833
257500,658500,2016,9.565877,13.62517
257500,658500,2017,9.004931,10.44173
258500,658500,2012,9.854533,12.11549
258500,658500,2013,10.30508,11.03797
258500,658500,2014,9.632622,10.98609
258500,658500,2015,8.422413,10.08022
258500,658500,2016,9.164675,11.62435
258500,658500,2017,8.723849,8.742499
259500,658500,2012,10.04671,12.28808
259500,658500,2013,10.57376,11.54236
259500,658500,2014,9.923137,11.32827
259500,658500,2015,8.708524,10.46569
259500,658500,2016,9.422388,12.07951
259500,658500,2017,8.953148,9.115216
260500,658500,2012,10.14468,11.28087
260500,658500,2013,10.58516,10.70983
260500,658500,2014,9.929848,10.32872
260500,658500,2015,8.748653,9.636643
260500,658500,2016,9.447219,11.15559
260500,658500,2017,9.033708,8.223352
261500,658500,2012,9.814235,10.76081
261500,658500,2013,10.2798,10.16393
261500,658500,2014,9.625498,9.955094
261500,658500,2015,8.438148,9.218596
261500,658500,2016,9.215509,10.68232
261500,658500,2017,8.799046,7.805938
262500,658500,2012,10.0485,11.42464
262500,658500,2013,10.52294,10.75864
262500,658500,2014,9.888579,10.56515
262500,658500,2015,8.718291,9.904385
262500,658500,2016,9.496426,11.41634
262500,658500,2017,9.0142,8.259362
263500,658500,2012,10.545,12.92617
263500,658500,2013,10.9855,12.15856
263500,658500,2014,10.23696,11.80209
263500,658500,2015,9.003688,11.07397
263500,658500,2016,9.770024,12.54315
263500,658500,2017,9.303838,9.346189
264500,658500,2012,10.08321,11.94885
264500,658500,2013,10.42023,11.13618
264500,658500,2014,9.736113,10.96395
264500,658500,2015,8.545355,10.39761
264500,658500,2016,9.33059,11.72408
264500,658500,2017,8.885879,8.648063
265500,658500,2012,9.862299,11.27091
265500,658500,2013,10.24814,10.47229
265500,658500,2014,9.626014,10.33281
265500,658500,2015,8.444689,9.852545
265500,658500,2016,9.203585,11.14608
265500,658500,2017,8.787692,8.125651
266500,658500,2012,9.870994,11.0007
266500,658500,2013,10.25773,10.22977
266500,658500,2014,9.643021,10.1316
266500,658500,2015,8.419236,9.498053
266500,658500,2016,9.204742,10.77894
266500,658500,2017,8.818115,7.906618
267500,658500,2012,10.28135,11.79913
267500,658500,2013,10.61151,10.88344
267500,658500,2014,10.0171,11.29104
267500,658500,2015,8.71618,10.29726
267500,658500,2016,9.477467,11.9762
267500,658500,2017,9.104242,8.37032
268500,658500,2012,10.93332,14.76161
268500,658500,2013,11.34039,13.77611
268500,658500,2014,10.76964,13.37644
268500,658500,2015,9.420199,12.14573
268500,658500,2016,10.18149,13.66857
268500,658500,2017,9.660171,10.24499
269500,658500,2012,10.84124,15.3382
269500,658500,2013,11.39177,14.16356
269500,658500,2014,10.79194,13.52022
269500,658500,2015,9.406573,12.22704
269500,658500,2016,10.02207,13.68076
269500,658500,2017,9.557807,10.22394
250500,657500,2012,9.089073,8.169375
250500,657500,2013,9.515096,7.865881
250500,657500,2014,8.928817,8.11052
250500,657500,2015,7.618698,7.325227
250500,657500,2016,8.506499,8.792213
250500,657500,2017,8.00668,5.647829
251500,657500,2012,9.229444,8.450892
251500,657500,2013,9.64892,8.101563
251500,657500,2014,9.049285,8.428783
251500,657500,2015,7.730154,7.524925
251500,657500,2016,8.609078,9.026225
251500,657500,2017,8.123135,5.808198
252500,657500,2012,10.02914,11.39017
252500,657500,2013,10.47723,10.75278
252500,657500,2014,9.948888,11.59942
252500,657500,2015,8.564775,10.43351
252500,657500,2016,9.311287,12.22387
252500,657500,2017,8.796238,8.780067
253500,657500,2012,9.970045,12.16664
253500,657500,2013,10.44822,11.484
253500,657500,2014,9.903233,12.01072
253500,657500,2015,8.632296,11.0807
253500,657500,2016,9.295891,12.86545
253500,657500,2017,8.766608,9.584418
254500,657500,2012,9.747202,10.68064
254500,657500,2013,10.14805,10.1556
254500,657500,2014,9.568597,10.26896
254500,657500,2015,8.345326,9.595534
254500,657500,2016,9.036647,11.21104
254500,657500,2017,8.529738,7.955517
255500,657500,2012,9.935107,12.62734
255500,657500,2013,10.39112,11.76596
255500,657500,2014,9.843832,11.97996
255500,657500,2015,8.538673,10.97038
255500,657500,2016,9.254155,12.67859
255500,657500,2017,8.707735,9.246128
256500,657500,2012,10.19708,13.53569
256500,657500,2013,10.66663,12.48269
256500,657500,2014,10.11765,12.58094
256500,657500,2015,8.895604,11.57945
256500,657500,2016,9.64526,13.35435
256500,657500,2017,9.055055,10.08274
257500,657500,2012,10.38562,14.3374
257500,657500,2013,10.79594,13.0599
257500,657500,2014,10.21642,13.04329
257500,657500,2015,9.090057,12.33862
257500,657500,2016,9.751447,14.07665
257500,657500,2017,9.189539,11.04309
258500,657500,2012,9.532121,10.6314
258500,657500,2013,9.935532,9.845394
258500,657500,2014,9.277151,9.734041
258500,657500,2015,8.09033,9.062603
258500,657500,2016,8.919009,10.52361
258500,657500,2017,8.505342,7.901714
259500,657500,2012,9.932675,11.51328
259500,657500,2013,10.3926,10.58797
259500,657500,2014,9.668299,10.58638
259500,657500,2015,8.392336,9.661476
259500,657500,2016,9.200481,11.20185
259500,657500,2017,8.769696,8.437447
260500,657500,2012,9.805766,10.51869
260500,657500,2013,10.2382,9.757128
260500,657500,2014,9.596313,9.659649
260500,657500,2015,8.362644,8.912916
260500,657500,2016,9.164887,10.35492
260500,657500,2017,8.784752,7.654135
261500,657500,2012,9.683271,10.35713
261500,657500,2013,10.06424,9.633621
261500,657500,2014,9.435902,9.522607
261500,657500,2015,8.237538,8.93542
261500,657500,2016,9.036928,10.3422
261500,657500,2017,8.61973,7.368009
262500,657500,2012,9.762616,10.54514
262500,657500,2013,10.09801,9.80485
262500,657500,2014,9.486694,9.666533
262500,657500,2015,8.263609,9.350633
262500,657500,2016,9.065916,10.6537
262500,657500,2017,8.666758,7.441294
263500,657500,2012,10.43754,12.536
263500,657500,2013,10.71282,11.74642
263500,657500,2014,9.989313,11.64611
263500,657500,2015,8.310015,11.12206
263500,657500,2016,10.00348,12.26412
263500,657500,2017,9.32757,9.326531
264500,657500,2012,10.34332,12.53359
264500,657500,2013,10.63701,11.49051
264500,657500,2014,9.969875,11.50623
264500,657500,2015,8.712456,10.93233
264500,657500,2016,9.426066,12.22866
264500,657500,2017,9.019875,9.233948
265500,657500,2012,10.07949,11.55431
265500,657500,2013,10.43415,10.57334
265500,657500,2014,9.842017,10.59016
265500,657500,2015,8.631632,10.22377
265500,657500,2016,9.341967,11.3967
265500,657500,2017,8.944415,8.535288
266500,657500,2012,10.04165,10.91113
266500,657500,2013,10.40941,10.09821
266500,657500,2014,9.830799,10.16135
266500,657500,2015,8.57122,9.568211
266500,657500,2016,9.33436,10.75634
266500,657500,2017,8.974643,8.085561
267500,657500,2012,10.12352,11.5247
267500,657500,2013,10.52537,10.66782
267500,657500,2014,9.975481,10.73463
267500,657500,2015,8.61589,9.810881
267500,657500,2016,9.384456,11.11878
267500,657500,2017,9.028101,8.491263
268500,657500,2012,11.09665,14.91081
268500,657500,2013,11.59666,13.6721
268500,657500,2014,11.13959,13.804
268500,657500,2015,9.742701,12.62575
268500,657500,2016,10.47414,14.09675
268500,657500,2017,9.957892,10.97197
269500,657500,2012,12.50133,19.43419
269500,657500,2013,13.12612,17.72706
269500,657500,2014,12.80918,18.46909
269500,657500,2015,10.83356,15.84966
269500,657500,2016,11.20154,17.41961
269500,657500,2017,10.76446,14.34251
250500,656500,2012,8.95526,7.231915
250500,656500,2013,9.33711,6.978684
250500,656500,2014,8.765803,7.313342
250500,656500,2015,7.444859,6.496264
250500,656500,2016,8.344229,7.833628
250500,656500,2017,7.895203,4.88484
251500,656500,2012,9.348932,8.141503
251500,656500,2013,9.757092,7.8385
251500,656500,2014,9.203918,8.267691
251500,656500,2015,7.853048,7.251705
251500,656500,2016,8.727715,8.709394
251500,656500,2017,8.263236,5.519035
252500,656500,2012,10.51173,13.1174
252500,656500,2013,10.99217,12.24843
252500,656500,2014,10.50325,13.09164
252500,656500,2015,9.063712,11.60988
252500,656500,2016,9.77397,13.46959
252500,656500,2017,9.283855,10.00535
253500,656500,2012,9.791335,11.52034
253500,656500,2013,10.24897,10.88123
253500,656500,2014,9.708479,11.10359
253500,656500,2015,8.513964,10.16895
253500,656500,2016,9.239135,11.80102
253500,656500,2017,8.710896,8.679852
254500,656500,2012,9.931045,12.34689
254500,656500,2013,10.42277,11.72765
254500,656500,2014,9.911044,12.0432
254500,656500,2015,8.659307,10.9694
254500,656500,2016,9.336518,12.66435
254500,656500,2017,8.819495,9.470696
255500,656500,2012,9.668331,11.60848
255500,656500,2013,10.13875,10.86946
255500,656500,2014,9.627501,11.08686
255500,656500,2015,8.395825,10.18892
255500,656500,2016,9.178701,11.85065
255500,656500,2017,8.648051,8.681175
256500,656500,2012,9.624459,10.92264
256500,656500,2013,10.07117,10.24733
256500,656500,2014,9.509312,10.32127
256500,656500,2015,8.312014,9.482235
256500,656500,2016,9.139132,11.11031
256500,656500,2017,8.603938,7.918014
257500,656500,2012,9.96722,12.69023
257500,656500,2013,10.37601,11.80991
257500,656500,2014,9.795123,11.62315
257500,656500,2015,8.586281,10.84574
257500,656500,2016,9.276462,12.5363
257500,656500,2017,8.746424,9.388402
258500,656500,2012,10.04619,12.31585
258500,656500,2013,10.3677,11.08585
258500,656500,2014,9.75872,11.0969
258500,656500,2015,8.53079,10.55033
258500,656500,2016,9.298959,12.15416
258500,656500,2017,8.832501,9.207128
259500,656500,2012,9.637074,10.75497
259500,656500,2013,9.978015,9.766463
259500,656500,2014,9.346393,9.7429
259500,656500,2015,8.112693,9.16491
259500,656500,2016,8.927973,10.65182
259500,656500,2017,8.495476,7.789557
260500,656500,2012,9.976111,10.34862
260500,656500,2013,10.31865,9.483094
260500,656500,2014,9.709754,9.387413
260500,656500,2015,8.461402,8.875945
260500,656500,2016,9.247822,10.26054
260500,656500,2017,8.875185,7.410721
261500,656500,2012,9.850051,10.71348
261500,656500,2013,10.20045,9.776691
261500,656500,2014,9.595075,9.638453
261500,656500,2015,8.354855,9.165264
261500,656500,2016,9.114456,10.45726
261500,656500,2017,8.757627,7.656337
262500,656500,2012,10.01157,11.0492
262500,656500,2013,10.30226,10.03258
262500,656500,2014,9.685967,9.957706
262500,656500,2015,8.436826,9.42125
262500,656500,2016,9.19709,10.68759
262500,656500,2017,8.826209,7.821551
263500,656500,2012,10.27391,12.1498
263500,656500,2013,10.42297,10.72268
263500,656500,2014,9.877509,10.70203
263500,656500,2015,8.58029,9.987631
263500,656500,2016,9.23084,11.21013
263500,656500,2017,8.85875,8.229712
264500,656500,2012,11.13508,14.87875
264500,656500,2013,11.59714,13.73712
264500,656500,2014,10.93778,13.74944
264500,656500,2015,9.563385,13.04912
264500,656500,2016,10.02803,14.37459
264500,656500,2017,9.650598,11.29398
265500,656500,2012,10.9192,13.93586
265500,656500,2013,11.36586,12.76939
265500,656500,2014,10.80177,13.90158
265500,656500,2015,9.775576,13.80989
265500,656500,2016,10.28762,15.02928
265500,656500,2017,9.765863,11.09827
266500,656500,2012,10.89178,13.74207
266500,656500,2013,11.29487,12.60215
266500,656500,2014,10.79149,13.07788
266500,656500,2015,9.319715,12.19422
266500,656500,2016,9.919405,13.67991
266500,656500,2017,9.551171,10.78967
267500,656500,2012,11.41473,15.22007
267500,656500,2013,11.66399,13.88337
267500,656500,2014,11.26038,14.48326
267500,656500,2015,9.384518,12.96668
267500,656500,2016,9.967387,14.61682
267500,656500,2017,9.533326,12.42249
268500,656500,2012,12.20123,17.14639
268500,656500,2013,12.58138,15.37735
268500,656500,2014,12.29362,16.94901
268500,656500,2015,10.31308,15.63377
268500,656500,2016,10.86104,17.09299
268500,656500,2017,10.40123,14.06782
269500,656500,2012,13.69633,19.29679
269500,656500,2013,14.19356,17.3184
269500,656500,2014,14.09946,17.79361
269500,656500,2015,12.21175,15.50956
269500,656500,2016,12.74214,17.18325
269500,656500,2017,12.23435,14.02572
